,Movie name,Rating,Genres,Release_date,Runtime,Director,Url
2454,Doomsday (2008),59.0,"Action,Thriller,Science Fiction",03/14/2008,              1h 48m          ,Neil Marshall,https://www.themoviedb.org/movie/13460-doomsday
2455,The Boy Who Killed My Parents (2021),64.0,"Crime,Drama,Thriller",09/24/2021,              1h 28m          ,Maurício Eça,https://www.themoviedb.org/movie/800305-o-menino-que-matou-meus-pais
2456,The Hate U Give (2018),82.0,"Crime,Drama",10/19/2018,              2h 13m          ,"George Tillman, Jr.",https://www.themoviedb.org/movie/470044-the-hate-u-give
2457,Monster High: Scaris City of Frights (2013),76.0,"Animation,Fantasy",03/03/2013,              1h 1m          ,"Steve Ball , Andrew Duncan",https://www.themoviedb.org/movie/192911-monster-high-scaris-city-of-frights
2458,Bleach the Movie: The DiamondDust Rebellion (2007),67.0,"Action,Adventure,Animation",12/22/2007,              1h 35m          ,Noriyuki Abe,https://www.themoviedb.org/movie/17101-bleach-the-diamonddust-rebellion
2459,G.I. Joe: Retaliation (2013),56.0,"Science Fiction,Adventure,Action,Thriller",03/29/2013,              1h 50m          ,Jon M. Chu,https://www.themoviedb.org/movie/72559-g-i-joe-retaliation
2460,Talk Sex (2001),48.0,"Romance,Drama",01/01/2001,              1h 26m          ,Dan Hyduk,https://www.themoviedb.org/movie/452006-talk-sex
2461,Scream 3 (2000),59.0,"Horror,Mystery",02/03/2000,              1h 56m          ,Wes Craven,https://www.themoviedb.org/movie/4234-scream-3
2462,Bloodsport (1988),70.0,"Action,Drama",02/26/1988,              1h 32m          ,Newt Arnold,https://www.themoviedb.org/movie/11690-bloodsport
2463,The Bear (1988),70.0,"Adventure,Drama,Family",10/27/1989,              1h 34m          ,Jean-Jacques Annaud,https://www.themoviedb.org/movie/2383-l-ours
2464,BIA: An Upside Down World (2021),78.0,"Comedy,Drama,Family",02/19/2021,              1h 31m          ,Jorge Bechara,https://www.themoviedb.org/movie/765169-bia-un-mundo-al-reves
2465,Mr. Popper's Penguins (2011),59.0,"Comedy,Family",06/17/2011,              1h 34m          ,Mark Waters,https://www.themoviedb.org/movie/58224-mr-popper-s-penguins
2466,Saint Seiya: Legend of Crimson Youth (1988),75.0,"Action,Animation,Fantasy",07/23/1988,              1h 15m          ,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/66105
2467,Gone in Sixty Seconds (2000),64.0,"Action,Crime,Thriller",06/09/2000,              1h 58m          ,Dominic Sena,https://www.themoviedb.org/movie/9679-gone-in-sixty-seconds
2468,Paddington 2 (2017),75.0,"Adventure,Comedy,Family",01/12/2018,              1h 44m          ,Paul King,https://www.themoviedb.org/movie/346648-paddington-2
2469,Los perros (2017),57.0,Drama,03/15/2018,              1h 34m          ,Marcela Said,https://www.themoviedb.org/movie/453362-los-perros
2470,Sully (2016),72.0,"Drama,History",09/09/2016,              1h 36m          ,Clint Eastwood,https://www.themoviedb.org/movie/363676-sully
2471,Evil Eye (2020),54.0,"Mystery,Thriller,Horror",04/01/2020,              1h 30m          ,"Elan Dassani , Rajeev Dassani",https://www.themoviedb.org/movie/732713-evil-eye
2472,Pitch Perfect (2012),73.0,"Comedy,Music,Romance",09/28/2012,              1h 52m          ,Jason Moore,https://www.themoviedb.org/movie/114150-pitch-perfect
2473,The Huntsman: Winter's War (2016),63.0,"Action,Adventure,Drama",04/22/2016,              1h 54m          ,Cedric Nicolas-Troyan,https://www.themoviedb.org/movie/290595-the-huntsman-winter-s-war
2474,Redcon-1 (2018),56.0,"Action,Horror,Science Fiction",09/28/2018,              1h 57m          ,Chee Keong Cheung,https://www.themoviedb.org/movie/485811-redcon-1
2475,Brokeback Mountain (2005),78.0,"Drama,Romance",09/10/2005,              2h 14m          ,Ang Lee,https://www.themoviedb.org/movie/142-brokeback-mountain
2476,Spider-Man: All Roads Lead to No Way Home (2022),67.0,Documentary,05/03/2022,              29m          ,Ang Lee,https://www.themoviedb.org/movie/961651-spider-man-all-roads-lead-to-no-way-home
2477,My Sister’s Girlfriend (2017),0.0,"Romance,Drama",02/23/2017,              1h 6m          ,Kim Min-sik,https://www.themoviedb.org/movie/482624
2478,The House of Flowers: The Movie (2021),82.0,Drama,06/23/2021,              1h 26m          ,Manolo Caro,https://www.themoviedb.org/movie/833971-la-casa-de-las-flores-la-pelicula
2479,The Amityville Horror (1979),63.0,Horror,07/27/1979,              1h 57m          ,Stuart Rosenberg,https://www.themoviedb.org/movie/11449-the-amityville-horror
2480,Selena (1997),78.0,"Music,Drama,History",03/21/1997,              2h 7m          ,Gregory Nava,https://www.themoviedb.org/movie/16052-selena
2481,The Kill Team (2019),66.0,"War,Action,Drama",10/17/2019,              1h 27m          ,Dan Krauss,https://www.themoviedb.org/movie/489245-the-kill-team
2482,Just a Breath Away (2018),63.0,"Drama,Science Fiction,Thriller",04/04/2018,              1h 30m          ,Daniel Roby,https://www.themoviedb.org/movie/477489-dans-la-brume
2483,Neighbors (2014),62.0,Comedy,05/09/2014,              1h 37m          ,Nicholas Stoller,https://www.themoviedb.org/movie/195589-neighbors
2484,Classic Again (2020),68.0,"Drama,Romance",02/06/2020,              2h 3m          ,Thatchaphong Suphasri,https://www.themoviedb.org/movie/664511
2485,Why Him? (2016),63.0,Comedy,02/03/2017,              1h 51m          ,John Hamburg,https://www.themoviedb.org/movie/356305-why-him
2486,Friday (1995),71.0,Comedy,04/26/1995,              1h 31m          ,F. Gary Gray,https://www.themoviedb.org/movie/10634-friday
2487,Hope (2011),20.0,,01/01/2011,              6m          ,Stelana Kliris,https://www.themoviedb.org/movie/788483-hope
2488,Darlin' (2019),54.0,"Horror,Mystery",07/10/2020,              1h 41m          ,Pollyanna McIntosh,https://www.themoviedb.org/movie/529149-darlin
2489,Rurouni Kenshin Part I: Origins (2012),76.0,"Adventure,Action,Drama,History",08/25/2012,              2h 14m          ,Keishi Ōtomo,https://www.themoviedb.org/movie/127533
2490,Tremors (1990),68.0,"Horror,Comedy,Action,Adventure,Fantasy",01/19/1990,              1h 36m          ,Ron Underwood,https://www.themoviedb.org/movie/9362-tremors
2491,Planet of the Apes (2001),57.0,"Thriller,Science Fiction,Action,Adventure",09/28/2001,              1h 59m          ,Tim Burton,https://www.themoviedb.org/movie/869-planet-of-the-apes
2492,Unbreakable (2000),71.0,"Thriller,Drama,Mystery",01/12/2001,              1h 46m          ,M. Night Shyamalan,https://www.themoviedb.org/movie/9741-unbreakable
2493,Fracture (2007),73.0,Thriller,04/20/2007,              1h 53m          ,Gregory Hoblit,https://www.themoviedb.org/movie/6145-fracture
2494,Children of the Corn (1984),57.0,"Horror,Thriller",03/09/1984,              1h 32m          ,Fritz Kiersch,https://www.themoviedb.org/movie/10823-children-of-the-corn
2495,DAKAICHI -I'm Being Harassed by the Sexiest Man of the Year- The Movie: In Spain (2021),56.0,"Animation,Drama,Comedy",10/09/2021,              1h 18m          ,Naoyuki Tatsuwa,https://www.themoviedb.org/movie/820530-1
2496,The Hills Have Eyes 2 (2007),55.0,"Horror,Thriller",03/22/2007,              1h 29m          ,Martin Weisz,https://www.themoviedb.org/movie/9793-the-hills-have-eyes-2
2497,Unfaithful (2002),66.0,"Thriller,Drama",05/10/2002,              2h 4m          ,Adrian Lyne,https://www.themoviedb.org/movie/2251-unfaithful
2498,2001: A Space Odyssey (1968),81.0,"Science Fiction,Mystery,Adventure",10/04/2017,              2h 29m          ,Stanley Kubrick,https://www.themoviedb.org/movie/62-2001-a-space-odyssey
2499,Dragon Ball: The Path to Power (1996),73.0,"Animation,Adventure,Fantasy",03/04/1996,              1h 20m          ,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/39148
2500,Justice League vs. Teen Titans (2016),74.0,"Science Fiction,Action,Animation",05/13/2016,              1h 18m          ,Sam Liu,https://www.themoviedb.org/movie/379291-justice-league-vs-teen-titans
2501,Saint Seiya: Evil Goddess Eris (1987),71.0,"Action,Animation,Fantasy",07/18/1987,              46m          ,Kouzou Morishita,https://www.themoviedb.org/movie/83090
2502,Dumbo (2019),67.0,"Family,Fantasy,Adventure",03/29/2019,              1h 52m          ,Tim Burton,https://www.themoviedb.org/movie/329996-dumbo
2503,Batman: Hush (2019),73.0,"Science Fiction,Crime,Animation,Mystery,Action",07/20/2019,              1h 22m          ,Justin Copeland,https://www.themoviedb.org/movie/537056-batman-hush
2504,Mission: Impossible III (2006),67.0,"Adventure,Action,Thriller",06/16/2006,              2h 6m          ,J.J. Abrams,https://www.themoviedb.org/movie/956-mission-impossible-iii
2505,Black Swan (2010),76.0,"Drama,Thriller,Horror",02/25/2011,              1h 48m          ,Darren Aronofsky,https://www.themoviedb.org/movie/44214-black-swan
2506,The Pacifier (2005),61.0,"Comedy,Family",03/04/2005,              1h 35m          ,Adam Shankman,https://www.themoviedb.org/movie/10022-the-pacifier
2507,The Loft (2014),64.0,Thriller,01/30/2015,              1h 48m          ,Erik Van Looy,https://www.themoviedb.org/movie/72784-the-loft
2508,Ray Donovan: The Movie (2022),70.0,"Drama,TV Movie",01/15/2022,              1h 40m          ,David Hollander,https://www.themoviedb.org/movie/800425-ray-donovan-the-movie
2509,Underworld: Rise of the Lycans (2009),65.0,"Fantasy,Action,Thriller",02/06/2009,              1h 32m          ,Patrick Tatopoulos,https://www.themoviedb.org/movie/12437-underworld-rise-of-the-lycans
2510,The Hunt (2020),66.0,"Action,Thriller,Horror",03/13/2020,              1h 30m          ,Craig Zobel,https://www.themoviedb.org/movie/514847-the-hunt
2511,Pixie Hollow Games (2011),69.0,"Animation,Family",12/24/2011,              23m          ,Bradley Raymond,https://www.themoviedb.org/movie/86130-pixie-hollow-games
2512,Planet 51 (2009),58.0,"Family,Comedy,Science Fiction,Adventure,Animation",12/04/2009,              1h 31m          ,Jorge Blanco,https://www.themoviedb.org/movie/16866-planet-51
2513,Another Cinderella Story (2008),68.0,"Music,Comedy",09/16/2008,              1h 30m          ,Damon Santostefano,https://www.themoviedb.org/movie/15157-another-cinderella-story
2514,Charlie's Angels (2019),66.0,"Action,Adventure,Comedy,Science Fiction",01/02/2020,              1h 58m          ,Elizabeth Banks,https://www.themoviedb.org/movie/458897-charlie-s-angels
2515,Superman Returns (2006),57.0,"Science Fiction,Action,Adventure",06/30/2006,              2h 34m          ,Bryan Singer,https://www.themoviedb.org/movie/1452-superman-returns
2516,The Beverly Hillbillies (1993),62.0,Comedy,10/15/1993,              1h 33m          ,Penelope Spheeris,https://www.themoviedb.org/movie/11041-the-beverly-hillbillies
2517,Wild Tales (2014),78.0,"Drama,Thriller,Comedy",08/21/2014,              2h 2m          ,Damián Szifron,https://www.themoviedb.org/movie/265195-relatos-salvajes
2518,Batman & Robin (1997),43.0,"Science Fiction,Action,Fantasy",06/20/1997,              2h 5m          ,Joel Schumacher,https://www.themoviedb.org/movie/415-batman-robin
2519,Brahms: The Boy II (2020),60.0,"Horror,Mystery,Thriller",02/20/2020,              1h 26m          ,William Brent Bell,https://www.themoviedb.org/movie/555974-brahms-the-boy-ii
2520,The Peanuts Movie (2015),68.0,"Adventure,Comedy,Animation,Family",11/06/2015,              1h 28m          ,Steve Martino,https://www.themoviedb.org/movie/227973-the-peanuts-movie
2521,Superman/Batman: Public Enemies (2009),70.0,"Science Fiction,Animation,Action,Adventure,Family",09/29/2009,              1h 7m          ,Sam Liu,https://www.themoviedb.org/movie/22855-superman-batman-public-enemies
2522,Idiocracy (2006),63.0,"Adventure,Comedy,Science Fiction",09/01/2006,              1h 24m          ,Mike Judge,https://www.themoviedb.org/movie/7512-idiocracy
2523,Upgrade (2018),75.0,"Action,Thriller,Science Fiction",06/01/2018,              1h 40m          ,Leigh Whannell,https://www.themoviedb.org/movie/500664-upgrade
2524,The Descent (2005),70.0,"Adventure,Horror",08/04/2006,              1h 39m          ,Leigh Whannell,https://www.themoviedb.org/movie/9392-the-descent
2525,Tremors: A Cold Day in Hell (2018),60.0,"Action,Adventure,Science Fiction,Fantasy,Comedy,Horror",11/03/2018,              1h 38m          ,Don Michael Paul,https://www.themoviedb.org/movie/496704-tremors-a-cold-day-in-hell
2526,Iron Sky (2012),57.0,"Action,Comedy,Science Fiction",05/10/2012,              1h 33m          ,Timo Vuorensola,https://www.themoviedb.org/movie/10679-iron-sky
2527,Happier Than Ever: A Love Letter to Los Angeles (2021),80.0,Music,09/03/2021,              1h 5m          ,"Patrick Osborne , Robert Rodriguez",https://www.themoviedb.org/movie/853088-happier-than-ever-a-love-letter-to-los-angeles
2528,The Spectacular Now (2013),66.0,"Comedy,Drama,Romance",09/13/2013,              1h 35m          ,James Ponsoldt,https://www.themoviedb.org/movie/157386-the-spectacular-now
2529,Gothika (2003),61.0,"Horror,Thriller",11/21/2003,              1h 38m          ,Mathieu Kassovitz,https://www.themoviedb.org/movie/4970-gothika
2530,Operation Mincemeat (2022),65.0,"War,History,Drama",04/15/2022,              2h 8m          ,John Madden,https://www.themoviedb.org/movie/661231-operation-mincemeat
2531,The Virginity Hit (2010),46.0,Comedy,09/24/2010,              2h          ,"Andrew Gurland , Huck Botko",https://www.themoviedb.org/movie/42889-the-virginity-hit
2532,Love The Way You Are (2019),52.0,"Romance,Comedy",06/21/2019,              1h 30m          ,"Dai Meng Ying , Zhou Tong",https://www.themoviedb.org/movie/597295
2533,District B13 (2004),67.0,"Action,Thriller,Science Fiction",11/09/2004,              1h 24m          ,Pierre Morel,https://www.themoviedb.org/movie/10045-banlieue-13
2534,One Piece: Strong World (2009),75.0,"Animation,Fantasy,Adventure",12/12/2009,              1h 54m          ,Munehisa Sakai,https://www.themoviedb.org/movie/41498
2535,A Monster in Paris (2011),68.0,"Adventure,Animation,Comedy,Family,Fantasy",10/12/2011,              1h 30m          ,Bibo Bergeron,https://www.themoviedb.org/movie/77459-un-monstre-a-paris
2536,Stuart Little 2 (2002),57.0,"Family,Adventure,Animation,Comedy",07/19/2002,              1h 18m          ,Rob Minkoff,https://www.themoviedb.org/movie/10996-stuart-little-2
2537,Aladdin and the King of Thieves (1996),63.0,"Adventure,Animation,Family",08/13/1996,              1h 21m          ,Tad Stones,https://www.themoviedb.org/movie/11238-aladdin-and-the-king-of-thieves
2538,Role Models (2008),65.0,Comedy,11/07/2008,              1h 39m          ,David Wain,https://www.themoviedb.org/movie/15373-role-models
2539,Aquamarine (2006),63.0,"Fantasy,Romance,Family,Comedy",09/28/2006,              1h 44m          ,Elizabeth Allen Rosenbaum,https://www.themoviedb.org/movie/14191-aquamarine
2540,Mainstream (2021),64.0,"Comedy,Drama",05/07/2021,              1h 35m          ,Gia Coppola,https://www.themoviedb.org/movie/557950-mainstream
2541,The Smurfs: The Legend of Smurfy Hollow (2013),69.0,"Comedy,Animation,Family,Fantasy",09/12/2013,              22m          ,Stephan Franck,https://www.themoviedb.org/movie/220845-the-smurfs-the-legend-of-smurfy-hollow
2542,The Secret World of Arrietty (2010),76.0,"Fantasy,Animation,Family",07/16/2010,              1h 34m          ,Hiromasa Yonebayashi,https://www.themoviedb.org/movie/51739
2543,Pet Sematary (1989),66.0,Horror,04/21/1989,              1h 43m          ,Mary Lambert,https://www.themoviedb.org/movie/8913-pet-sematary
2544,The Game Plan (2007),64.0,"Comedy,Family",09/28/2007,              1h 50m          ,Andy Fickman,https://www.themoviedb.org/movie/13680-the-game-plan
2545,The Green Inferno (2013),56.0,"Horror,Thriller,Adventure",09/08/2013,              1h 40m          ,Eli Roth,https://www.themoviedb.org/movie/171424-the-green-inferno
2546,A Christmas Carol (2009),69.0,"Animation,Family,Drama,Fantasy",11/06/2009,              1h 34m          ,Robert Zemeckis,https://www.themoviedb.org/movie/17979-a-christmas-carol
2547,Men of Honor (2000),74.0,Drama,02/09/2001,              2h 9m          ,"George Tillman, Jr.",https://www.themoviedb.org/movie/11978-men-of-honor
2548,Man on a Ledge (2012),64.0,"Action,Thriller,Crime",02/03/2012,              1h 42m          ,Asger Leth,https://www.themoviedb.org/movie/49527-man-on-a-ledge
2549,Cold Pursuit (2019),57.0,"Action,Crime,Thriller",02/22/2019,              1h 59m          ,Hans Petter Moland,https://www.themoviedb.org/movie/438650-cold-pursuit
2550,V for Vendetta (2006),79.0,"Action,Thriller,Fantasy",03/17/2006,              2h 12m          ,James McTeigue,https://www.themoviedb.org/movie/752-v-for-vendetta
2551,Risen (2016),61.0,"Drama,History",02/19/2016,              1h 47m          ,Kevin Reynolds,https://www.themoviedb.org/movie/335778-risen
2552,Pokémon: The First Movie - Mewtwo Strikes Back (1998),69.0,"Animation,Family,Adventure,Fantasy,Action",07/18/1998,              1h 25m          ,Kunihiko Yuyama,https://www.themoviedb.org/movie/10228
2553,Boruto: Jump Festa 2016 Special (2017),59.0,Animation,07/27/2017,              12m          ,Kunihiko Yuyama,https://www.themoviedb.org/movie/699570-boruto-jump-festa-special
2554,Camp Cool Kids (2017),57.0,Family,08/25/2019,              1h 44m          ,Lisa Arnold,https://www.themoviedb.org/movie/467988-camp-cool-kids
2555,Career Opportunities (1991),68.0,"Romance,Comedy",03/29/1991,              1h 23m          ,Bryan Gordon,https://www.themoviedb.org/movie/16270-career-opportunities
2556,Warning: Do Not Play (2019),60.0,"Horror,Mystery",08/15/2019,              1h 25m          ,Kim Jin-won,https://www.themoviedb.org/movie/602508
2557,Monster High: Haunted (2015),73.0,"Animation,Family,Fantasy",03/24/2015,              1h 15m          ,"Dan Fraga , William Lau",https://www.themoviedb.org/movie/324963-monster-high-haunted
2558,Lassie Come Home (2020),66.0,"Adventure,Family",02/20/2020,              1h 40m          ,Hanno Olderdissen,https://www.themoviedb.org/movie/657811-lassie-eine-abenteuerliche-reise
2559,A Cinderella Story (2004),65.0,"Comedy,Family,Romance",07/10/2004,              1h 35m          ,Mark Rosman,https://www.themoviedb.org/movie/11247-a-cinderella-story
2560,King Arthur: Legend of the Sword (2017),65.0,"Action,Drama,Fantasy",05/12/2017,              2h 6m          ,Guy Ritchie,https://www.themoviedb.org/movie/274857-king-arthur-legend-of-the-sword
2561,Pokémon: The Movie 2000 (1999),66.0,"Adventure,Fantasy,Animation,Science Fiction,Family",07/17/1999,              1h 24m          ,Kunihiko Yuyama,https://www.themoviedb.org/movie/12599
2562,Ender's Game (2013),66.0,"Science Fiction,Action,Adventure",11/01/2013,              1h 54m          ,Gavin Hood,https://www.themoviedb.org/movie/80274-ender-s-game
2563,Doraemon: Nobita and the Winged Braves (2001),73.0,"Family,Animation,Adventure",03/10/2001,              1h 31m          ,Tsutomu Shibayama,https://www.themoviedb.org/movie/162092
2564,Overlord (2018),67.0,"Horror,War,Science Fiction",11/09/2018,              1h 50m          ,Julius Avery,https://www.themoviedb.org/movie/438799-overlord
2565,Escape Plan 2: Hades (2018),51.0,Action,06/29/2018,              1h 36m          ,Steven C. Miller,https://www.themoviedb.org/movie/440471-escape-plan-2-hades
2566,Scary Stories to Tell in the Dark (2019),65.0,"Horror,Thriller",08/09/2019,              1h 48m          ,André Øvredal,https://www.themoviedb.org/movie/417384-scary-stories-to-tell-in-the-dark
2567,Goyo: En Letra de Otro (2022),20.0,Music,03/04/2022,              46m          ,Simón Brand,https://www.themoviedb.org/movie/940399-goyo-en-letra-de-otro
2568,The Brothers Grimm (2005),58.0,"Adventure,Fantasy,Action,Comedy,Thriller",08/26/2005,              1h 58m          ,Terry Gilliam,https://www.themoviedb.org/movie/4442-the-brothers-grimm
2569,Better Days (2019),83.0,Drama,10/25/2019,              2h 15m          ,Derek Tsang,https://www.themoviedb.org/movie/575813
2570,Euphoria (2018),65.0,Drama,02/01/2018,              1h 44m          ,Lisa Langseth,https://www.themoviedb.org/movie/407440-euphoria
2571,The Babysitters (2008),59.0,Drama,05/12/2011,              1h 28m          ,David Ross,https://www.themoviedb.org/movie/13078-the-babysitters
2572,Quantum of Solace (2008),63.0,"Adventure,Action,Thriller,Crime",11/14/2008,              1h 46m          ,Marc Forster,https://www.themoviedb.org/movie/10764-quantum-of-solace
2573,Scooby-Doo! Curse of the Lake Monster (2010),62.0,"Mystery,Fantasy,Comedy,Adventure",10/15/2010,              1h 20m          ,Brian Levant,https://www.themoviedb.org/movie/47533-scooby-doo-curse-of-the-lake-monster
2574,Puff: Wonders of the Reef (2021),77.0,Documentary,12/16/2021,              59m          ,Nick Robinson,https://www.themoviedb.org/movie/890601-puff-wonders-of-the-reef
2575,I Can Only Imagine (2018),75.0,"Music,Drama",02/14/2018,              1h 50m          ,"Jon Erwin , Andrew Erwin",https://www.themoviedb.org/movie/470878-i-can-only-imagine
2576,Friday the 13th Part VI: Jason Lives (1986),62.0,"Horror,Mystery,Thriller",08/01/1986,              1h 26m          ,Tom McLoughlin,https://www.themoviedb.org/movie/10225-friday-the-13th-part-vi-jason-lives
2577,Lady Bird (2017),73.0,"Drama,Comedy",12/01/2017,              1h 34m          ,Greta Gerwig,https://www.themoviedb.org/movie/391713-lady-bird
2578,The Last King (2016),57.0,"Action,Adventure,Drama,History",02/16/2016,              1h 40m          ,Nils Gaup,https://www.themoviedb.org/movie/360249-birkebeinerne
2579,Spencer (2021),71.0,Drama,11/19/2021,              1h 57m          ,Pablo Larraín,https://www.themoviedb.org/movie/716612-spencer
2580,Doctor Dolittle (1998),57.0,"Comedy,Family,Fantasy",06/26/1998,              1h 25m          ,Betty Thomas,https://www.themoviedb.org/movie/3050-doctor-dolittle
2581,The Wedding Ringer (2015),65.0,Comedy,01/16/2015,              1h 41m          ,Jeremy Garelick,https://www.themoviedb.org/movie/252838-the-wedding-ringer
2582,Baby on Board (2009),48.0,"Comedy,Romance",06/09/2009,              1h 35m          ,Brian Herzlinger,https://www.themoviedb.org/movie/18131-baby-on-board
2583,Dead Poets Society (1989),83.0,Drama,06/09/1989,              2h 8m          ,Peter Weir,https://www.themoviedb.org/movie/207-dead-poets-society
2584,Animal Crackers (2017),63.0,"Comedy,Animation,Adventure",07/24/2020,              1h 45m          ,"Scott Christian Sava , Jaime Maestro , Tony Bancroft",https://www.themoviedb.org/movie/315064-animal-crackers
2585,50 First Dates (2004),68.0,"Comedy,Romance",04/09/2004,              1h 39m          ,Peter Segal,https://www.themoviedb.org/movie/1824-50-first-dates
2586,Latte and the Magic Waterstone (2022),70.0,"Animation,Adventure,Family,Comedy",01/27/2022,              1h 29m          ,"Andrea Deppert , Regina Welker , Nina Wels , Mimi Maynard",https://www.themoviedb.org/movie/586954-latte-igel-und-der-magische-wasserstein
2587,Resident Evil: Apocalypse (2004),64.0,"Horror,Action,Science Fiction",11/26/2004,              1h 34m          ,Alexander Witt,https://www.themoviedb.org/movie/1577-resident-evil-apocalypse
2588,Beauty in Rope Hell (1983),54.0,Drama,08/26/1983,              1h 17m          ,Genji Nakamura,https://www.themoviedb.org/movie/185689
2589,I Am Iron Man (2008),72.0,Documentary,09/30/2008,              1h 49m          ,Jon Mefford,https://www.themoviedb.org/movie/448341-i-am-iron-man
2590,Halloween 5: The Revenge of Michael Myers (1989),54.0,"Horror,Thriller",10/13/1989,              1h 36m          ,Dominique Othenin-Girard,https://www.themoviedb.org/movie/11361-halloween-5-the-revenge-of-michael-myers
2591,Psycho (1960),84.0,"Horror,Drama,Thriller",09/08/1960,              1h 49m          ,Alfred Hitchcock,https://www.themoviedb.org/movie/539-psycho
2592,Sweat (2021),67.0,"Drama,Thriller",06/18/2021,              1h 47m          ,Magnus von Horn,https://www.themoviedb.org/movie/712121-sweat
2593,Brick Mansions (2014),59.0,"Action,Crime,Drama",04/25/2014,              1h 30m          ,Camille Delamarre,https://www.themoviedb.org/movie/254473-brick-mansions
2594,X-Rated: The Greatest Adult Movies of All Time (2015),59.0,Documentary,02/06/2015,              1h 34m          ,Eli Cross,https://www.themoviedb.org/movie/324558-x-rated-the-greatest-adult-movies-of-all-time
2595,Rosario Tijeras (2005),62.0,"Crime,Romance,Drama",08/12/2005,              2h 6m          ,Emilio Maillé,https://www.themoviedb.org/movie/10810-rosario-tijeras
2596,Son of God (2014),68.0,Drama,02/28/2014,              2h 18m          ,Christopher Spencer,https://www.themoviedb.org/movie/235260-son-of-god
2597,Sexy Comedy (2001),53.0,Comedy,01/26/2001,0,Claudio Bigagli,https://www.themoviedb.org/movie/156143-commedia-sexy
2598,Primal: Tales of Savagery (2019),84.0,"Action,Adventure,Animation",01/07/2020,              1h 25m          ,Genndy Tartakovsky,https://www.themoviedb.org/movie/704264-primal-tales-of-savagery
2599,Hoodwinked Too! Hood VS. Evil (2011),51.0,"Comedy,Animation,Family",04/29/2011,              1h 26m          ,Mike Disa,https://www.themoviedb.org/movie/57089-hoodwinked-too-hood-vs-evil
2600,Wotakoi: Love is Hard for Otaku (2020),72.0,"Comedy,Romance",02/07/2020,              1h 54m          ,Yuichi Fukuda,https://www.themoviedb.org/movie/552687
2601,Constantine: City of Demons - The Movie (2018),79.0,"Fantasy,Animation,Horror,Action",10/09/2018,              1h 30m          ,Doug Murphy,https://www.themoviedb.org/movie/539517-constantine-city-of-demons-the-movie
2602,Kizumonogatari Part 1: Tekketsu (2016),77.0,"Animation,Fantasy,Mystery,Horror,Action",01/08/2016,              1h 4m          ,"Akiyuki Simbo , Tatsuya Oishi",https://www.themoviedb.org/movie/357786
2603,Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi (2017),75.0,"Animation,Adventure,Fantasy,Family",03/04/2017,              1h 41m          ,Atsushi Takahashi,https://www.themoviedb.org/movie/462677
2604,The Hidden Face (2011),73.0,"Thriller,Mystery",09/16/2011,              1h 32m          ,Andrés Baiz,https://www.themoviedb.org/movie/80184-la-cara-oculta
2605,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom (2008)",71.0,"Action,Animation,Adventure,Comedy",03/01/2008,              1h 35m          ,Atsuji Shimizu,https://www.themoviedb.org/movie/44731
2606,The Departed (2006),82.0,"Drama,Thriller,Crime",10/31/2007,              2h 31m          ,Martin Scorsese,https://www.themoviedb.org/movie/1422-the-departed
2607,Gifted Hands: The Ben Carson Story (2009),78.0,Drama,02/07/2009,              1h 26m          ,Thomas Carter,https://www.themoviedb.org/movie/22683-gifted-hands-the-ben-carson-story
2608,Titanic II (2010),49.0,"Action,Adventure,Thriller",08/24/2010,              1h 30m          ,Shane van Dyke,https://www.themoviedb.org/movie/44918-titanic-ii
2609,Kingdom of Heaven (2005),68.0,"Drama,Action,Adventure,History,War",05/06/2005,              2h 24m          ,Ridley Scott,https://www.themoviedb.org/movie/1495-kingdom-of-heaven
2610,The Devil All the Time (2020),73.0,"Crime,Drama,Thriller",09/11/2020,              2h 18m          ,Antonio Campos,https://www.themoviedb.org/movie/499932-the-devil-all-the-time
2611,The Exorcist III (1990),62.0,"Horror,Mystery",08/17/1990,              1h 50m          ,William Peter Blatty,https://www.themoviedb.org/movie/11587-the-exorcist-iii
2612,Vehicle 19 (2013),53.0,"Thriller,Action",06/14/2013,              1h 25m          ,Mukunda Michael Dewil,https://www.themoviedb.org/movie/180948-vehicle-19
2613,Hardcore Henry (2015),63.0,"Action,Adventure,Science Fiction",04/07/2016,              1h 37m          ,Ilya Naishuller,https://www.themoviedb.org/movie/325348-hardcore-henry
2614,The Texas Chainsaw Massacre 2 (1986),56.0,"Comedy,Horror",08/22/1986,              1h 41m          ,Ilya Naishuller,https://www.themoviedb.org/movie/16337-the-texas-chainsaw-massacre-2
2615,Hitman (2007),61.0,"Action,Thriller,Drama",11/21/2007,              1h 29m          ,Xavier Gens,https://www.themoviedb.org/movie/1620-hitman
2616,47 Hours to Live (2019),62.0,"Thriller,Horror",05/04/2019,              1h 31m          ,Patrick Johnson,https://www.themoviedb.org/movie/615017-47-hours-to-live
2617,The Legend of Drunken Master (1994),74.0,"Action,Comedy",02/03/1994,              1h 42m          ,Liu Chia-Liang,https://www.themoviedb.org/movie/12207
2618,The Rite (2011),61.0,"Drama,Thriller,Horror",01/28/2011,              1h 54m          ,Mikael Håfström,https://www.themoviedb.org/movie/48171-the-rite
