,Movie name,Rating,Genres,Release_date,Runtime,Director,Url
272,Shrek 2 (2004),72.0,"Animation,Family,Comedy,Fantasy,Adventure",08/20/2004,              1h 33m          ,"Andrew Adamson , Kelly Asbury , Conrad Vernon",https://www.themoviedb.org/movie/809-shrek-2
273,Roald Dahl's The Witches (2020),65.0,"Family,Fantasy,Adventure,Comedy,Horror",10/29/2020,              1h 46m          ,Robert Zemeckis,https://www.themoviedb.org/movie/531219-roald-dahl-s-the-witches
274,Venom (2018),68.0,"Science Fiction,Action",10/05/2018,              1h 52m          ,Ruben Fleischer,https://www.themoviedb.org/movie/335983-venom
275,Dragon Ball Z: Broly – The Legendary Super Saiyan (1993),72.0,"Animation,Science Fiction,Action",03/06/1993,              1h 10m          ,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/34433
276,Captain America: Civil War (2016),74.0,"Adventure,Action,Science Fiction",05/06/2016,              2h 27m          ,"Anthony Russo , Joe Russo",https://www.themoviedb.org/movie/271110-captain-america-civil-war
277,Monster Pets: A Hotel Transylvania Short (2021),75.0,"Animation,Comedy,Fantasy",04/09/2021,              6m          ,"Derek Drymon , Jennifer Kluska",https://www.themoviedb.org/movie/813258-monster-pets-a-hotel-transylvania-short
278,Big Hero 6 (2014),78.0,"Adventure,Family,Animation,Action,Comedy",11/07/2014,              1h 42m          ,"Chris Williams , Don Hall",https://www.themoviedb.org/movie/177572-big-hero-6
279,Separation (2021),57.0,"Horror,Drama",04/30/2021,              1h 47m          ,William Brent Bell,https://www.themoviedb.org/movie/760195-separation
280,The Haunting of Helena (2013),56.0,"Horror,Thriller",06/21/2013,              1h 27m          ,"Christian Bisceglia , Ascanio Malgarini",https://www.themoviedb.org/movie/159211-the-haunting-of-helena
281,Ice Age (2002),73.0,"Animation,Comedy,Family,Adventure",05/03/2002,              1h 21m          ,Chris Wedge,https://www.themoviedb.org/movie/425-ice-age
282,Frozen II (2019),73.0,"Family,Animation,Adventure,Comedy,Fantasy",11/22/2019,              1h 43m          ,Chris Buck,https://www.themoviedb.org/movie/330457-frozen-ii
283,Legion (2010),58.0,"Horror,Action,Fantasy",01/22/2010,              1h 40m          ,Scott Stewart,https://www.themoviedb.org/movie/22894-legion
284,The Little Mermaid (1989),74.0,"Animation,Family,Fantasy",11/17/1989,              1h 23m          ,"Ron Clements , John Musker",https://www.themoviedb.org/movie/10144-the-little-mermaid
285,Sator (2019),54.0,Horror,07/21/2019,              1h 25m          ,Jordan Graham,https://www.themoviedb.org/movie/611651-sator
286,The Fate of the Furious (2017),69.0,"Action,Crime,Thriller",04/13/2017,              2h 16m          ,F. Gary Gray,https://www.themoviedb.org/movie/337339-the-fate-of-the-furious
287,Fifty Shades of Grey (2015),59.0,"Drama,Romance,Thriller",02/13/2015,              2h 5m          ,Sam Taylor-Johnson,https://www.themoviedb.org/movie/216015-fifty-shades-of-grey
288,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog (2021),81.0,"Animation,Comedy,Mystery,Family,Fantasy",09/14/2021,              1h 12m          ,Cecilia Aranovich,https://www.themoviedb.org/movie/843906-straight-outta-nowhere-scooby-doo-meets-courage-the-cowardly-dog
289,Goblin Slayer: Goblin's Crown (2020),76.0,"Animation,Adventure,Action,Fantasy",02/01/2020,              1h 25m          ,Takaharu Ozaki,https://www.themoviedb.org/movie/631132-goblin-s-crown
290,Hilda and the Mountain King (2021),76.0,"Animation,Adventure,Fantasy,Family,TV Movie",12/30/2021,              1h 24m          ,Andy Coyle,https://www.themoviedb.org/movie/789708-hilda-and-the-mountain-king
291,Fast & Furious Presents: Hobbs & Shaw (2019),69.0,"Action,Adventure,Comedy",08/02/2019,              2h 17m          ,David Leitch,https://www.themoviedb.org/movie/384018-fast-furious-presents-hobbs-shaw
292,"The Simpsons: The Good, the Bart, and the Loki (2021)",75.0,"Animation,Comedy,Family",07/07/2021,              6m          ,David Silverman,https://www.themoviedb.org/movie/846214-the-simpsons-the-good-the-bart-and-the-loki
293,Percy Jackson & the Olympians: The Lightning Thief (2010),62.0,"Adventure,Fantasy,Family",02/01/2010,              1h 58m          ,Chris Columbus,https://www.themoviedb.org/movie/32657-percy-jackson-the-olympians-the-lightning-thief
294,Phobias (2021),53.0,"Horror,Thriller",02/28/2021,              1h 25m          ,"Jess Varley , Joe Sill , Chris von Hoffmann , Camilla Belle , Maritte Lee Go",https://www.themoviedb.org/movie/793967-phobias
295,Time Is Up (2021),63.0,"Romance,Drama",09/09/2021,              1h 48m          ,Elisa Amoruso,https://www.themoviedb.org/movie/763148-time-is-up
296,Encounter (2021),65.0,"Adventure,Drama",12/03/2021,              1h 48m          ,Michael Pearce,https://www.themoviedb.org/movie/728526-encounter
297,Spirit Untamed (2021),75.0,"Animation,Adventure,Family,Western",06/04/2021,              1h 28m          ,Elaine Bogan,https://www.themoviedb.org/movie/637693-spirit-untamed
298,Toy Story 2 (1999),76.0,"Animation,Comedy,Family",11/24/1999,              1h 32m          ,John Lasseter,https://www.themoviedb.org/movie/863-toy-story-2
299,PAW Patrol: Jet To The Rescue (2020),70.0,"Family,Animation",09/10/2020,              56m          ,Charles E. Bastien,https://www.themoviedb.org/movie/743439-paw-patrol-jet-to-the-rescue
300,Narco Sub (2021),67.0,"Action,Drama,Crime",01/22/2021,              1h 33m          ,Shawn Welling,https://www.themoviedb.org/movie/706972-narco-sub
301,Thor: Love and Thunder (2022),0.0,"Action,Adventure,Fantasy",07/08/2022,0,Taika Waititi,https://www.themoviedb.org/movie/616037-thor-love-and-thunder
302,Monster Family 2 (2021),70.0,"Animation,Family",01/13/2021,              1h 43m          ,Holger Tappe,https://www.themoviedb.org/movie/823609-monster-family-2
303,Thor (2011),68.0,"Adventure,Fantasy,Action",04/29/2011,              1h 55m          ,Kenneth Branagh,https://www.themoviedb.org/movie/10195-thor
304,Sooryavanshi (2021),58.0,"Action,Crime,Thriller",11/05/2021,              2h 25m          ,Rohit Shetty,https://www.themoviedb.org/movie/592508-sooryavanshi
305,Spider-Man (2002),72.0,"Fantasy,Action",05/24/2002,              2h 1m          ,Sam Raimi,https://www.themoviedb.org/movie/557-spider-man
306,It’s Your Fault That My Heart Beats (2021),37.0,"Romance,Drama",06/04/2021,0,Hiroto Takahashi,https://www.themoviedb.org/movie/803279
307,Redeeming Love (2022),76.0,"Drama,History,Romance",01/21/2022,              2h 14m          ,D. J. Caruso,https://www.themoviedb.org/movie/698508-redeeming-love
308,Mickey and Minnie Wish Upon a Christmas (2021),70.0,Animation,12/24/2021,              47m          ,Broni Likomanov,https://www.themoviedb.org/movie/864390-mickey-and-minnie-wish-upon-a-christmas
309,Harry Potter 20th Anniversary: Return to Hogwarts (2022),78.0,Documentary,01/01/2022,              1h 43m          ,"Eran Creevy , Giorgio Testi , Joe Pearlman , Casey Patterson",https://www.themoviedb.org/movie/899082-harry-potter-20th-anniversary-return-to-hogwarts
310,Against the Ice (2022),69.0,"Adventure,History,Drama",03/02/2022,              1h 41m          ,Peter Flinth,https://www.themoviedb.org/movie/836009-against-the-ice
311,LOL Surprise: The Movie (2021),69.0,"Animation,Family",10/08/2021,              47m          ,Alex Kamb,https://www.themoviedb.org/movie/882206-lol-surprise-the-movie
312,The Marksman (2021),70.0,"Action,Thriller,Crime,Adventure",01/15/2021,              1h 48m          ,Robert Lorenz,https://www.themoviedb.org/movie/634528-the-marksman
313,"Barbie: Big City, Big Dreams (2021)",71.0,"Animation,Music,Family",08/20/2021,              1h 2m          ,Scott Pleydell-Pearce,https://www.themoviedb.org/movie/850818-barbie-big-city-big-dreams
314,Mulan (2020),70.0,"Adventure,Fantasy,Drama",09/04/2020,              1h 55m          ,Niki Caro,https://www.themoviedb.org/movie/337401-mulan
315,Swim (2021),70.0,"Horror,Action",08/13/2021,              1h 27m          ,Jared Cohn,https://www.themoviedb.org/movie/861057-swim
316,Fury (2014),75.0,"War,Drama,Action",10/31/2014,              2h 15m          ,David Ayer,https://www.themoviedb.org/movie/228150-fury
317,Don't Look Up (2021),72.0,"Comedy,Drama,Science Fiction",12/08/2021,              2h 18m          ,Adam McKay,https://www.themoviedb.org/movie/646380-don-t-look-up
318,Deadpool 2 (2018),75.0,"Action,Comedy,Adventure",05/18/2018,              1h 59m          ,David Leitch,https://www.themoviedb.org/movie/383498-deadpool-2
319,The Fallout (2022),74.0,Drama,01/17/2022,              1h 36m          ,Megan Park,https://www.themoviedb.org/movie/795514-the-fallout
320,Pacific Rim (2013),68.0,"Action,Science Fiction,Adventure",07/12/2013,              2h 11m          ,Guillermo del Toro,https://www.themoviedb.org/movie/68726-pacific-rim
321,Rescued by Ruby (2022),71.0,"Family,Drama",03/17/2022,              1h 33m          ,Katt Shea,https://www.themoviedb.org/movie/921655-rescued-by-ruby
322,Mulan (1998),79.0,"Animation,Family,Adventure",06/18/1998,              1h 28m          ,"Tony Bancroft , Barry Cook",https://www.themoviedb.org/movie/10674-mulan
323,Last Night in Soho (2021),75.0,"Thriller,Horror,Mystery",11/12/2021,              1h 57m          ,Edgar Wright,https://www.themoviedb.org/movie/576845-last-night-in-soho
324,Dragon Ball Z: Broly – Second Coming (1994),67.0,"Animation,Action,Science Fiction",03/12/1994,              48m          ,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/44251
325,Cinderella (1950),70.0,"Family,Fantasy,Animation,Romance",03/04/1950,              1h 14m          ,"Clyde Geronimi , Wilfred Jackson , Hamilton Luske",https://www.themoviedb.org/movie/11224-cinderella
326,The Harder They Fall (2021),67.0,Western,10/22/2021,              2h 19m          ,Jeymes Samuel,https://www.themoviedb.org/movie/618162-the-harder-they-fall
327,Rurouni Kenshin: The Beginning (2021),78.0,"Action,Adventure,Drama",06/04/2021,              2h 18m          ,Keishi Ōtomo,https://www.themoviedb.org/movie/672322-the-beginning
328,Army of the Dead (2021),63.0,"Action,Crime,Horror,Thriller",05/14/2021,              2h 28m          ,Zack Snyder,https://www.themoviedb.org/movie/503736-army-of-the-dead
329,Major Grom: Plague Doctor (2021),68.0,"Action,Adventure",04/01/2021,              2h 16m          ,Oleg Trofim,https://www.themoviedb.org/movie/529106
330,Three Steps Above Heaven (2010),78.0,"Romance,Drama",12/03/2010,              2h 2m          ,Fernando González Molina,https://www.themoviedb.org/movie/61979-tres-metros-sobre-el-cielo
331,Once Upon a Snowman (2020),69.0,"Animation,Family,Comedy,Fantasy",10/23/2020,              7m          ,"Trent Correy , Dan Abraham",https://www.themoviedb.org/movie/741074-once-upon-a-snowman
332,The Hangover (2009),73.0,Comedy,06/05/2009,              1h 40m          ,Todd Phillips,https://www.themoviedb.org/movie/18785-the-hangover
333,Ted 2 (2015),63.0,Comedy,06/26/2015,              1h 55m          ,Todd Phillips,https://www.themoviedb.org/movie/214756-ted-2
334,The Conjuring 2 (2016),73.0,"Horror,Thriller",06/10/2016,              2h 14m          ,James Wan,https://www.themoviedb.org/movie/259693-the-conjuring-2
335,World War Z (2013),68.0,"Action,Drama,Horror,Science Fiction,Thriller",06/21/2013,              1h 56m          ,Marc Forster,https://www.themoviedb.org/movie/72190-world-war-z
336,The Parent Trap (1998),71.0,"Comedy,Family",07/29/1998,              2h 8m          ,Nancy Meyers,https://www.themoviedb.org/movie/9820-the-parent-trap
337,Peter Rabbit 2: The Runaway (2021),73.0,"Family,Comedy,Adventure,Animation,Fantasy",06/18/2021,              1h 33m          ,Will Gluck,https://www.themoviedb.org/movie/522478-peter-rabbit-2-the-runaway
338,Gunpowder Milkshake (2021),64.0,"Action,Crime,Thriller",07/14/2021,              1h 54m          ,Navot Papushado,https://www.themoviedb.org/movie/574060-gunpowder-milkshake
339,Joker (2019),82.0,"Crime,Thriller,Drama",10/02/2019,              2h 2m          ,Todd Phillips,https://www.themoviedb.org/movie/475557-joker
340,Teen Titans Go! See Space Jam (2021),68.0,"Animation,Action,Adventure,Comedy,Family,Fantasy,Science Fiction",07/27/2021,              1h 20m          ,Peter Rida Michail,https://www.themoviedb.org/movie/834404-teen-titans-go-see-space-jam
341,Ratatouille (2007),78.0,"Animation,Comedy,Family,Fantasy",06/29/2007,              1h 51m          ,Brad Bird,https://www.themoviedb.org/movie/2062-ratatouille
342,Tyler Perry's A Madea Homecoming (2022),69.0,Comedy,02/25/2022,              1h 45m          ,Tyler Perry,https://www.themoviedb.org/movie/845404-tyler-perry-s-a-madea-homecoming
343,El amarre (2021),71.0,Horror,10/21/2021,              1h 17m          ,Tamae Garateguy,https://www.themoviedb.org/movie/676840-el-amarre
344,Incredibles 2 (2018),75.0,"Action,Adventure,Animation,Family",06/22/2018,              1h 58m          ,Brad Bird,https://www.themoviedb.org/movie/260513-incredibles-2
345,Matando Cabos 2: La Máscara del Máscara (2021),78.0,"Action,Comedy,Adventure",10/01/2021,              1h 42m          ,Alejandro Lozano,https://www.themoviedb.org/movie/772436-matando-cabos-2-la-mascara-del-mascara
346,Titanic (1997),79.0,"Drama,Romance",04/06/2012,              3h 14m          ,James Cameron,https://www.themoviedb.org/movie/597-titanic
347,The Vault (2021),70.0,"Crime,Action,Thriller",03/11/2021,              1h 58m          ,Jaume Balagueró,https://www.themoviedb.org/movie/630004-the-vault
348,Pokémon Detective Pikachu (2019),70.0,"Action,Adventure,Fantasy",05/10/2019,              1h 45m          ,Rob Letterman,https://www.themoviedb.org/movie/447404-pokemon-detective-pikachu
349,Twilight (2008),63.0,"Fantasy,Drama,Romance",11/21/2008,              2h 2m          ,Catherine Hardwicke,https://www.themoviedb.org/movie/8966-twilight
350,Tom Clancy's Without Remorse (2021),71.0,"Action,Thriller",04/29/2021,              1h 49m          ,Stefano Sollima,https://www.themoviedb.org/movie/567189-tom-clancy-s-without-remorse
351,Polar Bear (2022),79.0,Documentary,04/22/2022,              1h 24m          ,"Jeff Wilson , Alastair Fothergill",https://www.themoviedb.org/movie/927070-polar-bear
352,Ice Age: Dawn of the Dinosaurs (2009),67.0,"Animation,Comedy,Family,Adventure",07/03/2009,              1h 34m          ,Carlos Saldanha,https://www.themoviedb.org/movie/8355-ice-age-dawn-of-the-dinosaurs
353,Nobody (2021),82.0,"Action,Crime,Thriller",08/27/2021,              1h 32m          ,Ilya Naishuller,https://www.themoviedb.org/movie/615457-nobody
354,"Sex, Shame and Tears 2 (2022)",46.0,"Comedy,Drama",02/04/2022,              1h 58m          ,Alonso Iñiguez,https://www.themoviedb.org/movie/930701-sexo-pudor-y-lagrimas-2
355,Vanguard (2020),63.0,"Action,Adventure,Crime",09/30/2020,              1h 47m          ,Stanley Tong,https://www.themoviedb.org/movie/604822
356,Redemption Day (2021),62.0,Action,01/08/2021,              1h 40m          ,Hicham Hajji,https://www.themoviedb.org/movie/767304-redemption-day
357,Weathering with You (2019),81.0,"Animation,Drama,Fantasy,Romance",07/19/2019,              1h 52m          ,Makoto Shinkai,https://www.themoviedb.org/movie/568160
358,Frozen (2013),73.0,"Animation,Family,Adventure,Fantasy",11/27/2013,              1h 42m          ,"Jennifer Lee , Chris Buck",https://www.themoviedb.org/movie/109445-frozen
359,The Princess and the Frog (2009),71.0,"Romance,Family,Animation",12/10/2009,              1h 38m          ,"Ron Clements , John Musker",https://www.themoviedb.org/movie/10198-the-princess-and-the-frog
360,Nobody Sleeps in the Woods Tonight 2 (2021),41.0,"Horror,Thriller,Comedy",10/27/2021,              1h 37m          ,Bartosz M. Kowalski,https://www.themoviedb.org/movie/871964-w-lesie-dzis-nie-zasnie-nikt-2
361,The Exorcism of Carmen Farias (2021),62.0,Horror,05/05/2021,              1h 33m          ,Rodrigo Fiallega,https://www.themoviedb.org/movie/675024-el-exorcismo-de-carmen-farias
362,Evangelion: 3.0+1.0 Thrice Upon a Time (2021),84.0,"Animation,Action,Science Fiction,Drama",03/08/2021,              2h 35m          ,Hideaki Anno,https://www.themoviedb.org/movie/283566
363,Me Before You (2016),79.0,"Drama,Romance",06/03/2016,              1h 50m          ,Thea Sharrock,https://www.themoviedb.org/movie/296096-me-before-you
364,Last Shoot Out (2021),65.0,"Western,Action,Thriller",12/03/2021,              1h 26m          ,Michael Feifer,https://www.themoviedb.org/movie/887767-last-shoot-out
365,My Little Pony: A New Generation (2021),79.0,"Animation,Family,Fantasy,Comedy,Music,Adventure",09/23/2021,              1h 31m          ,"Mark Fattibene , Robert Cullen , José Luis Ucha",https://www.themoviedb.org/movie/597316-my-little-pony-a-new-generation
366,Given (2020),85.0,"Animation,Drama,Music,Romance",08/22/2020,              1h          ,Hikaru Yamaguchi,https://www.themoviedb.org/movie/632632
367,Dog (2022),73.0,"Drama,Comedy",02/18/2022,              1h 42m          ,"Reid Carolin , Channing Tatum",https://www.themoviedb.org/movie/626735-dog
368,House of Gucci (2021),67.0,"Drama,Crime,Thriller",11/24/2021,              2h 38m          ,Ridley Scott,https://www.themoviedb.org/movie/644495-house-of-gucci
369,Heart Shot (2022),53.0,"Romance,Crime",02/17/2022,              19m          ,Marielle Woods,https://www.themoviedb.org/movie/929477-heart-shot
370,Drag Me to Hell (2009),63.0,"Horror,Thriller",03/15/2009,              1h 39m          ,Sam Raimi,https://www.themoviedb.org/movie/16871-drag-me-to-hell
371,Home Sweet Home Alone (2021),51.0,"Family,Comedy",11/12/2021,              1h 33m          ,Dan Mazer,https://www.themoviedb.org/movie/654974-home-sweet-home-alone
372,Project X (2012),68.0,Comedy,03/02/2012,              1h 28m          ,Nima Nourizadeh,https://www.themoviedb.org/movie/57214-project-x
373,Fifty Shades Freed (2018),67.0,"Drama,Romance",02/09/2018,              1h 45m          ,James Foley,https://www.themoviedb.org/movie/337167-fifty-shades-freed
374,The Sadness (2021),64.0,"Horror,Action",01/22/2021,              1h 39m          ,Robert Jabbaz,https://www.themoviedb.org/movie/776797
375,Sweet Girl (2021),68.0,Action,08/18/2021,              1h 50m          ,Brian Andrew Mendoza,https://www.themoviedb.org/movie/619297-sweet-girl
376,Vicky and Her Mystery (2021),73.0,"Adventure,Family,Drama",12/15/2021,              1h 24m          ,Denis Imbert,https://www.themoviedb.org/movie/754067-mystere
377,Spider-Man 3 (2007),64.0,"Fantasy,Action,Adventure",05/03/2007,              2h 19m          ,Sam Raimi,https://www.themoviedb.org/movie/559-spider-man-3
378,Cuidado con lo que deseas (2021),46.0,"Family,Fantasy,Comedy",11/12/2021,0,Fernando Colomo,https://www.themoviedb.org/movie/893164-cuidado-con-lo-que-deseas
379,The Lion King (2019),71.0,"Adventure,Family,Animation,Drama",07/19/2019,              1h 58m          ,Jon Favreau,https://www.themoviedb.org/movie/420818-the-lion-king
380,A Silent Voice: The Movie (2016),84.0,"Animation,Drama,Romance",09/17/2016,              2h 10m          ,Naoko Yamada,https://www.themoviedb.org/movie/378064
381,Naruto Shippuden the Movie: Blood Prison (2011),72.0,"Thriller,Animation,Action,Comedy,Horror,Mystery",07/30/2011,              1h 48m          ,Masahiko Murata,https://www.themoviedb.org/movie/75624-naruto
382,Injustice (2021),77.0,"Animation,Science Fiction,Fantasy,Action",10/09/2021,              1h 18m          ,Matt Peters,https://www.themoviedb.org/movie/831405-injustice
383,Mortal Kombat Legends: Battle of the Realms (2021),79.0,"Animation,Action,Fantasy",08/31/2021,              1h 20m          ,Ethan Spaulding,https://www.themoviedb.org/movie/841755-mortal-kombat-legends-battle-of-the-realms
384,365 Days (2020),70.0,"Romance,Drama",02/07/2020,              1h 56m          ,"Tomasz Mandes , Barbara Bialowas",https://www.themoviedb.org/movie/664413-365-dni
385,Blended (2014),68.0,Comedy,05/29/2014,              1h 57m          ,Frank Coraci,https://www.themoviedb.org/movie/232672-blended
386,Furious 7 (2015),72.0,"Action,Thriller,Crime,Adventure",04/03/2015,              2h 17m          ,James Wan,https://www.themoviedb.org/movie/168259-furious-7
387,Cars 3 (2017),68.0,"Animation,Adventure,Comedy,Family",06/16/2017,              1h 42m          ,Brian Fee,https://www.themoviedb.org/movie/260514-cars-3
388,Gangubai Kathiawadi (2022),77.0,"Crime,Drama",02/25/2022,              2h 37m          ,Sanjay Leela Bhansali,https://www.themoviedb.org/movie/664332
389,The Karate Kid (2010),65.0,"Action,Adventure,Drama,Family",06/10/2010,              2h 20m          ,Harald Zwart,https://www.themoviedb.org/movie/38575-the-karate-kid
390,Toy Story 4 (2019),76.0,"Family,Adventure,Animation,Comedy,Fantasy,Drama",06/21/2019,              1h 40m          ,Josh Cooley,https://www.themoviedb.org/movie/301528-toy-story-4
391,The Hobbit: The Battle of the Five Armies (2014),73.0,"Action,Adventure,Fantasy",12/11/2014,              2h 24m          ,Peter Jackson,https://www.themoviedb.org/movie/122917-the-hobbit-the-battle-of-the-five-armies
392,Rogue Hostage (2021),61.0,"Action,Thriller",06/11/2021,              1h 34m          ,Jon Keeyes,https://www.themoviedb.org/movie/825997-rogue-hostage
393,Wild Indian (2021),62.0,"Crime,Drama,Thriller",12/09/2021,              1h 30m          ,Lyle Mitchell Corbine Jr.,https://www.themoviedb.org/movie/656991-wild-indian
394,Fantastic Beasts: A Natural History (2022),69.0,Documentary,04/07/2022,              58m          ,Chris Chapman,https://www.themoviedb.org/movie/662244-fantastic-beasts-a-natural-history
395,Scary Movie (2000),63.0,Comedy,07/07/2000,              1h 28m          ,Keenen Ivory Wayans,https://www.themoviedb.org/movie/4247-scary-movie
396,Thor: The Dark World (2013),66.0,"Action,Adventure,Fantasy",11/15/2013,              1h 52m          ,Alan Taylor,https://www.themoviedb.org/movie/76338-thor-the-dark-world
397,Hancock (2008),63.0,"Fantasy,Action",07/01/2008,              1h 32m          ,Peter Berg,https://www.themoviedb.org/movie/8960-hancock
398,Spiral: From the Book of Saw (2021),61.0,"Horror,Crime,Mystery",06/04/2021,              1h 33m          ,Darren Lynn Bousman,https://www.themoviedb.org/movie/602734-spiral-from-the-book-of-saw
399,Carriers (2009),61.0,"Action,Drama,Horror,Science Fiction,Thriller",09/04/2009,              1h 24m          ,"David Pastor , Àlex Pastor",https://www.themoviedb.org/movie/25769-carriers
400,Halo: Landfall (2007),59.0,"Action,Science Fiction,War",10/26/2007,              7m          ,Neill Blomkamp,https://www.themoviedb.org/movie/394394-halo-landfall
401,Laura y el misterio del asesino inesperado (2022),68.0,"TV Movie,Mystery,Thriller,Comedy",01/13/2022,              1h 30m          ,Pablo Guerrero,https://www.themoviedb.org/movie/922885-laura-y-el-misterio-del-asesino-inesperado
402,Dragon Ball Z: Bio-Broly (1994),58.0,"Animation,Action,Science Fiction",07/09/1994,              50m          ,Yoshihiro Ueda,https://www.themoviedb.org/movie/39106
403,The Royal Treatment (2022),67.0,"Romance,Comedy",01/20/2022,              1h 36m          ,Rick Jacobson,https://www.themoviedb.org/movie/790142-the-royal-treatment
404,Finding Nemo (2003),78.0,"Animation,Family",05/30/2003,              1h 40m          ,Andrew Stanton,https://www.themoviedb.org/movie/12-finding-nemo
405,Deep (2021),64.0,"Science Fiction,Thriller",07/16/2021,              1h 41m          ,"Sita Likitvanichkul , Jetarin Ratanaserikiat , Thanabodee Uawithya , Apirak Samudkitpaisan , Adirek Wattaleela",https://www.themoviedb.org/movie/842171
406,The Stronghold (2021),75.0,"Thriller,Action,Crime",08/18/2021,              1h 45m          ,Cédric Jimenez,https://www.themoviedb.org/movie/637534-bac-nord
407,The Last Mercenary (2021),67.0,"Action,Comedy",07/30/2021,              1h 50m          ,David Charhon,https://www.themoviedb.org/movie/729720-le-dernier-mercenaire
408,Teenage Mutant Ninja Turtles (2014),59.0,"Science Fiction,Action,Adventure,Comedy",08/08/2014,              1h 41m          ,Jonathan Liebesman,https://www.themoviedb.org/movie/98566-teenage-mutant-ninja-turtles
409,Snow White and the Seven Dwarfs (1937),71.0,"Fantasy,Animation,Family",02/10/1965,              1h 23m          ,David Hand,https://www.themoviedb.org/movie/408-snow-white-and-the-seven-dwarfs
410,How I Became a Superhero (2020),62.0,"Science Fiction,Adventure,Mystery,Action,Thriller,Fantasy,Comedy",11/19/2020,              1h 41m          ,Douglas Attal,https://www.themoviedb.org/movie/641501-comment-je-suis-devenu-super-heros
411,Sing (2016),71.0,"Animation,Comedy,Family,Music",12/30/2016,              1h 48m          ,Garth Jennings,https://www.themoviedb.org/movie/335797-sing
412,Barbie as The Princess & the Pauper (2004),75.0,"Animation,Family,Comedy",09/28/2004,              1h 25m          ,William Lau,https://www.themoviedb.org/movie/15165-barbie-as-the-princess-the-pauper
413,Tangled (2010),76.0,"Animation,Family",01/21/2011,              1h 40m          ,"Byron Howard , Nathan Greno",https://www.themoviedb.org/movie/38757-tangled
414,Up (2009),79.0,"Animation,Comedy,Family,Adventure",05/28/2009,              1h 36m          ,Pete Docter,https://www.themoviedb.org/movie/14160-up
415,The Incredibles (2004),77.0,"Action,Adventure,Animation,Family",12/17/2004,              1h 55m          ,Brad Bird,https://www.themoviedb.org/movie/9806-the-incredibles
416,Cosmic Sin (2021),42.0,"Action,Adventure,Science Fiction",03/12/2021,              1h 28m          ,Edward Drake,https://www.themoviedb.org/movie/681887-cosmic-sin
417,2012 (2009),58.0,"Action,Adventure,Science Fiction",10/10/2009,              2h 38m          ,Roland Emmerich,https://www.themoviedb.org/movie/14161-2012
418,The Sky Is Everywhere (2022),58.0,"Drama,Romance,Music",02/11/2022,              1h 43m          ,Josephine Decker,https://www.themoviedb.org/movie/640265-the-sky-is-everywhere
419,Pokémon the Movie: I Choose You! (2017),70.0,"Family,Animation,Adventure,Fantasy",11/24/2017,              1h 38m          ,Kunihiko Yuyama,https://www.themoviedb.org/movie/436931
420,Barbie in The 12 Dancing Princesses (2006),77.0,"Animation,Family",09/19/2006,              1h 23m          ,Greg Richardson,https://www.themoviedb.org/movie/13002-barbie-in-the-12-dancing-princesses
421,Crank: High Voltage (2009),60.0,"Action,Thriller,Crime",04/16/2009,              1h 36m          ,"Brian Taylor , Mark Neveldine",https://www.themoviedb.org/movie/15092-crank-high-voltage
422,Wrong Turn (2021),60.0,"Horror,Thriller",01/26/2021,              1h 50m          ,Mike P. Nelson,https://www.themoviedb.org/movie/630586-wrong-turn
423,Zone 414 (2021),54.0,"Science Fiction,Thriller,Mystery",09/03/2021,              1h 38m          ,Andrew Baird,https://www.themoviedb.org/movie/675319-zone-414
424,Cars 2 (2011),60.0,"Animation,Family,Adventure,Comedy",06/16/2011,              1h 46m          ,John Lasseter,https://www.themoviedb.org/movie/49013-cars-2
425,Corpse Bride (2005),75.0,"Romance,Fantasy,Animation",09/23/2005,              1h 17m          ,Mike Johnson,https://www.themoviedb.org/movie/3933-corpse-bride
426,El bucle de Latham (2022),47.0,"Drama,Mystery",03/01/2022,0,Raúl Arteaga,https://www.themoviedb.org/movie/945697-el-bucle-de-latham
427,Spider-Man: Into the Spider-Verse (2018),84.0,"Action,Adventure,Animation,Science Fiction",12/14/2018,              1h 57m          ,"Rodney Rothman , Bob Persichetti , Peter Ramsey",https://www.themoviedb.org/movie/324857-spider-man-into-the-spider-verse
428,Iron Man (2008),76.0,"Action,Science Fiction,Adventure",05/01/2008,              2h 6m          ,Jon Favreau,https://www.themoviedb.org/movie/1726-iron-man
429,Iron Man 3 (2013),69.0,"Action,Adventure,Science Fiction",05/03/2013,              2h 10m          ,Shane Black,https://www.themoviedb.org/movie/68721-iron-man-3
430,Snoopy Presents: For Auld Lang Syne (2021),74.0,"Animation,Family",12/09/2021,              39m          ,Clay Kaytis,https://www.themoviedb.org/movie/881211-snoopy-presents-for-auld-lang-syne
431,Wrong Turn 3: Left for Dead (2009),56.0,"Horror,Thriller",10/20/2009,              1h 31m          ,Declan O'Brien,https://www.themoviedb.org/movie/23823-wrong-turn-3-left-for-dead
432,The Nun (2018),58.0,"Horror,Mystery,Thriller",09/07/2018,              1h 36m          ,Corin Hardy,https://www.themoviedb.org/movie/439079-the-nun
433,Creed II (2018),70.0,Drama,11/21/2018,              2h 10m          ,Steven Caple Jr.,https://www.themoviedb.org/movie/480530-creed-ii
