,Movie name,Overview,Release_date,Rating,Genres,Runtime,Director,Language,Certification,Budget,Revenue,Url
489,Dragon Ball Z: Cooler's Revenge (1991),"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.",07/20/1991,69.0,"Action,Animation,Science Fiction"," 48m
  ",Mitsuo Hashimoto,Japanese,PG,-,"$16,331,742.00",https://www.themoviedb.org/movie/24752-doragon-boru-z-5-tobikkiri-no-saikyo-tai-saikyo
490,Plan A (2021),"Germany 1945, Max, a Jewish Holocaust survivor, meets a radical group of Jewish resistance fighters, who, like him, lost all hope for their future after they were robbed of their existence and their entire families were killed by the Nazis. They dream of retaliation on an epic scale for the Jewish people. An eye for an eye, a tooth for a tooth. Max starts identifying with the group's monstrous plans...",12/09/2021,59.0,Thriller, 1h 49m,"Yoav Paz , Doron Paz",English,12,-,-,https://www.themoviedb.org/movie/714968-plan-a
491,Lilo & Stitch (2002),"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and 'ohana, the Hawaiian tradition of family.",06/21/2002,75.0,"Animation,Family", 1h 25m,"Chris Sanders , Dean DeBlois",English,PG,"$80,000,000.00","$273,144,151.00",https://www.themoviedb.org/movie/11544-lilo-stitch
492,Grown Ups (2010),"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",06/24/2010,63.0,Comedy, 1h 42m,Dennis Dugan,English,PG-13,"$80,000,000.00","$271,430,189.00",https://www.themoviedb.org/movie/38365-grown-ups
493,Sweet & Sour (2021),"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",06/04/2021,79.0,"Comedy,Romance", 1h 41m,Lee Kae-byeok,Korean,NR,-,-,https://www.themoviedb.org/movie/662237
494,Dragon Ball Z Special 9 - Future Trunks Special (2016),"Extra scenes of the movie Resurrection F, where future Trunks remembers the battle of Goku againts Freezer.",08/10/2016,75.0,Animation,0,Lee Kae-byeok,Japanese,Not mentioned,-,-,https://www.themoviedb.org/movie/439157-z-f
495,Masquerade (2021),A young girl struggles to survive after a group of home invaders break into her house to steal her family's priceless artwork.,07/30/2021,63.0,Thriller, 1h 20m,Shane Dax Taylor,English,16,-,-,https://www.themoviedb.org/movie/835551-masquerade
496,The Lord of the Rings: The Fellowship of the Ring (2001),"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",03/15/2002,84.0,"Adventure,Fantasy,Action", 2h 59m,Peter Jackson,English,PG-13,"$93,000,000.00","$871,368,364.00",https://www.themoviedb.org/movie/120-the-lord-of-the-rings-the-fellowship-of-the-ring
497,Come Play With Me (2021),"Sofia, an insecure young woman, begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",02/25/2021,71.0,Horror, 1h 20m,Adrián García Bogliano,Castilian,16+,-,"$1,753,826.00",https://www.themoviedb.org/movie/676845-juega-conmigo
498,Voyagers (2021),"With the future of the human race at stake, a group of young men and women -- bred for intelligence and obedience -- embark on an expedition to colonize a distant planet. When they uncover disturbing secrets about the mission, they defy their training and begin to explore their most primitive natures. As life on the ship descends into chaos, they soon become consumed by fear, lust and an insatiable hunger for power.",04/09/2021,61.0,"Science Fiction,Thriller", 1h 48m,Neil Burger,English,PG-13,"$20,000,000.00","$4,284,903.00",https://www.themoviedb.org/movie/597890-voyagers
499,Inception (2010),"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",07/16/2010,84.0,"Action,Science Fiction,Adventure", 2h 28m,Christopher Nolan,English,PG-13,"$160,000,000.00","$825,532,764.00",https://www.themoviedb.org/movie/27205-inception
500,Halo: Nightfall (2014),"Set between the events of Halo 4 and Halo 5: Guardians… Halo: Nightfall tells the dramatic story of legendary man hunter and Naval Intelligence Officer Jameson Locke and his team as they are caught in a horrific biological attack while investigating terrorist activity on the distant colony world of Sedra. As they unravel a plot that draws them to an ancient, hellish artifact, they will be forced to fight for their survival, question everything and ultimately choose between their loyalty and their lives.",02/05/2014,71.0,Science Fiction, 1h 59m,Sergio Mimica-Gezzan,English,PG-13,-,-,https://www.themoviedb.org/movie/487186-halo-nightfall
501,Love & Other Drugs (2010),"Maggie is an alluring free spirit who won't let anyone – or anything – tie her down. But she meets her match in Jamie, whose relentless and nearly infallible charm serves him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",11/24/2010,70.0,"Drama,Comedy,Romance", 1h 52m,Edward Zwick,English,R,"$30,000,000.00","$102,820,008.00",https://www.themoviedb.org/movie/43347-love-other-drugs
502,After Porn Ends 2 (2017),"After Porn Ends 2 picks up where its predecessor left off and not only turns back the clock to meet the oldest living stars in adult film's history, but goes in depth with some of Its most current retirees and juxtaposes their experiences in a life after porn. Delving deeper into society's ongoing stigmas of race, misogyny, and the reality of decreasing opportunities for these former VHS box cover stars. For some, their careers in adult entertainment is accepted proudly and without regret. In fact, it seems to have proven to be the pathway to their current happiness and inner peace. For others, however, a career in porn has proven to be a conduit to certain despair as they struggle to find a way to bury their past and emerge with a new career or calling.",03/28/2017,54.0,Documentary, 1h 30m,Bryce Wagoner,English,12,"$500,000.00",-,https://www.themoviedb.org/movie/440249-after-porn-ends-2
503,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai (2017),"Dragon Ball Z: The Real 4-D at Super Tenkaichi Budoka is a cinematic attraction at Universal Studios Japan and the successor to Dragon Ball Z: The Real 4-D. Like its predecessor, it is a new installment in the Dragon Ball series, this time primarily featuring the face off between Super Saiyan Blue Goku and Broly God.",06/30/2017,68.0,"Action,Animation,Adventure",0,Bryce Wagoner,Japanese,Not mentioned,-,-,https://www.themoviedb.org/movie/575249-dragon-ball-z-the-real-4-d-at
504,X-Men: Apocalypse (2016),"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",05/27/2016,65.0,"Action,Adventure,Science Fiction,Fantasy", 2h 24m,Bryan Singer,English,PG-13,"$178,000,000.00","$543,934,787.00",https://www.themoviedb.org/movie/246655-x-men-apocalypse
505,The Loud House Movie (2021),The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,08/20/2021,77.0,"Animation,Comedy,Adventure", 1h 23m,Dave Needham,English,G,-,-,https://www.themoviedb.org/movie/410113-the-loud-house-movie
506,Taken 3 (2014),"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",01/08/2015,62.0,"Thriller,Action", 1h 49m,Olivier Megaton,English,PG-13,"$48,000,000.00","$325,771,424.00",https://www.themoviedb.org/movie/260346-taken-3
507,American Badger (2021),"A seemingly cold-blooded hitman is assigned to befriend a call girl, but all hell breaks loose when he is assigned to kill her.",06/15/2021,59.0,Action, 1h 28m,Kirk Caouette,English,16,-,-,https://www.themoviedb.org/movie/768449-american-badger
508,Rio (2011),"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",04/08/2011,67.0,"Animation,Adventure,Comedy,Family", 1h 36m,Carlos Saldanha,English,G,"$90,000,000.00","$484,635,760.00",https://www.themoviedb.org/movie/46195-rio
509,The Kissing Booth 3 (2021),"It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",08/11/2021,71.0,"Romance,Comedy", 1h 52m,Vince Marcello,English,12,-,-,https://www.themoviedb.org/movie/727745-the-kissing-booth-3
510,Solitary (2020),"A man wakes up inside a room to discover he's a prisoner sent into space to form Earth's first colony, and worse - his cell mate Alana is hell bent on destroying everything.",08/31/2020,55.0,Science Fiction, 1h 29m,Luke Armstrong,English,15,-,-,https://www.themoviedb.org/movie/725273-solitary
511,The Protégé (2021),"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",08/20/2021,66.0,Action, 1h 49m,Martin Campbell,English,R,-,"$8,115,215.00",https://www.themoviedb.org/movie/645788-the-protege
512,Zootopia (2016),"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",03/04/2016,77.0,"Animation,Adventure,Family,Comedy", 1h 49m,"Rich Moore , Byron Howard",English,PG,"$150,000,000.00","$1,023,784,195.00",https://www.themoviedb.org/movie/269149-zootopia
513,The Passion of the Christ (2004),A graphic portrayal of the last twelve hours of Jesus of Nazareth's life.,05/07/2004,74.0,Drama," 2h 7m
",Mel Gibson,English,A,"$30,000,000.00","$611,899,420.00",https://www.themoviedb.org/movie/615-the-passion-of-the-christ
514,Fear Street: 1978 (2021),"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",07/09/2021,73.0,"Mystery,Horror", 1h 50m,Leigh Janiak,English,R,-,-,https://www.themoviedb.org/movie/591274-fear-street-1978
515,In Time (2011),"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",10/28/2011,69.0,"Action,Thriller,Science Fiction", 1h 49m,Andrew Niccol,English,PG-13,"$40,000,000.00","$173,930,596.00",https://www.themoviedb.org/movie/49530-in-time
